1789496406.311357	configure	pid=96547 argv=/Users/davidliu/Documents/TradingAgents-AShare/.venv310/lib/python3.10/site-packages/pytest/__main__.py -q -p no:randomly -p dav990_probe tests/test_api_smoke.py tests/test_evidence_relations.py tests/test_evidence_summary.py tests/test_evidence_verifier_fairness.py tests/test_expectation_revision_contract.py tests/test_financial_announce_cutoff.py tests/test_financial_as_of.py tests/test_financial_period_compliance.py tests/test_financial_period_kind.py tests/test_frozen_trade_date_isolation.py tests/test_fund_flow_dispute_tie.py tests/test_fund_flow_evidence.py tests/test_fund_flow_lg_credibility.py tests/test_fund_flow_scale_collector.py tests/test_fund_flow_scale_consumption.py tests/test_fund_flow_scale_metrics.py tests/test_fundamentals_analyst.py tests/test_game_theory_integration.py::test_rt7_single_and_dual_horizon_isolation
1789496453.580294	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fund_flow_individual_text-\u3010\u5907\u7528\u6570\u636e\u6e90\uff1a\u65b0\u6d6a\u5386\u53f2/\u6536\u76d8\u6570\u636e\u3011600900.SH \u8fd15\u65e5\u4e3b\u529b\u8d44\u91d1\u51c0\u6d41\u5411\uff08\u622a\u81f3\u4e8e 2026-08-21\uff0c\u6700\u65b0\u6570\u636e\u65e5 2026-08-21\uff0c\u5355\u4f4d\uff1a\u4ebf\u5143\uff09\uff1a\n        \u65e5\u671f \u51c0\u6d41\u5165\u989d(\u4ebf) \u4e3b\u529b\u51c0\u6d41\u5165(\u4ebf)     \u51c0\u5360\u6bd4\n2026-08-17    0.50     0.01   2.41%\n2026-08-18    0.41     1.85   2.07%\n2026-08-19   -0.51    -0.61  -1.46%\n2026-08-20    0.14    -0.84   0.60%\n2026-08-21   -1.83    -1.58 -10.26%\n\uff08\u65b0\u6d6a\u5386\u53f2\u63a5\u53e3\u672a\u63d0\u4f9b\u8d85\u5927\u5355/\u5927\u5355/\u4e2d\u5355/\u5c0f\u5355\u660e\u7ec6\uff09-2026-08-21-2026-08-21]
1789496453.580606	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fund_flow_individual_obj-\u3010\u5907\u7528\u6570\u636e\u6e90\uff1a\u65b0\u6d6a\u5386\u53f2/\u6536\u76d8\u6570\u636e\u3011600900.SH \u8fd15\u65e5\u4e3b\u529b\u8d44\u91d1\u51c0\u6d41\u5411\uff08\u622a\u81f3\u4e8e 2026-08-21\uff0c\u6700\u65b0\u6570\u636e\u65e5 2026-08-21\uff0c\u5355\u4f4d\uff1a\u4ebf\u5143\uff09\uff1a\n        \u65e5\u671f \u51c0\u6d41\u5165\u989d(\u4ebf) \u4e3b\u529b\u51c0\u6d41\u5165(\u4ebf)     \u51c0\u5360\u6bd4\n2026-08-17    0.50     0.01   2.41%\n2026-08-18    0.41     1.85   2.07%\n2026-08-19   -0.51    -0.61  -1.46%\n2026-08-20    0.14    -0.84   0.60%\n2026-08-21   -1.83    -1.58 -10.26%\n\uff08\u65b0\u6d6a\u5386\u53f2\u63a5\u53e3\u672a\u63d0\u4f9b\u8d85\u5927\u5355/\u5927\u5355/\u4e2d\u5355/\u5c0f\u5355\u660e\u7ec6\uff09-2026-08-21-2026-08-21]
1789496453.581770	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[fund_flow_individual_obj-\u3010\u5907\u7528\u6570\u636e\u6e90\uff1a\u65b0\u6d6a\u5386\u53f2/\u6536\u76d8\u6570\u636e\u3011600900.SH \u8fd15\u65e5\u4e3b\u529b\u8d44\u91d1\u51c0\u6d41\u5411\uff08\u622a\u81f3\u4e8e 2026-08-21\uff0c\u6700\u65b0\u6570\u636e\u65e5 2026-08-21\uff0c\u5355\u4f4d\uff1a\u4ebf\u5143\uff09\uff1a\n        \u65e5\u671f \u51c0\u6d41\u5165\u989d(\u4ebf) \u4e3b\u529b\u51c0\u6d41\u5165(\u4ebf)     \u51c0\u5360\u6bd4\n2026-08-17    0.50     0.01   2.41%\n2026-08-18    0.41     1.85   2.07%\n2026-08-19   -0.51    -0.61  -1.46%\n2026-08-20    0.14    -0.84   0.60%\n2026-08-21   -1.83    -1.58 -10.26%\n\uff08\u65b0\u6d6a\u5386\u53f2\u63a5\u53e3\u672a\u63d0\u4f9b\u8d85\u5927\u5355/\u5927\u5355/\u4e2d\u5355/\u5c0f\u5355\u660e\u7ec6\uff09-2026-08-21-2026-08-21]
1789496453.581949	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[backup_balance_sheet-## Balance Sheet (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-28\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |     \u5b9e\u9645\u516c\u544a\u65e5 |        \u8d44\u4ea7\u603b\u8ba1 |        \u8d1f\u503a\u5408\u8ba1 |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 | 20260428    |  12345678.0 |   5678901.0 |\n-2026-08-21-2026-04-28]
1789496453.582825	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[backup_balance_sheet-## Balance Sheet (600900.SH)\n\n\u3010\u8d22\u52a1\u6570\u636e\u622a\u81f3 2026Q1\u3011\uff08\u751f\u6548\u516c\u544a\u65e5 2026-04-28\uff0c\u5206\u6790\u65e5 2026-08-21\uff09\n\n|      \u62a5\u544a\u65e5 |     \u516c\u544a\u65e5\u671f |     \u5b9e\u9645\u516c\u544a\u65e5 |        \u8d44\u4ea7\u603b\u8ba1 |        \u8d1f\u503a\u5408\u8ba1 |\n|---------:|---------:|------------:|------------:|------------:|\n| 20260331 | 20260430 | 20260428    |  12345678.0 |   5678901.0 |\n-2026-08-21-2026-04-28]
1789496453.582964	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[restricted_release_none-\u3010\u89e3\u7981\u6392\u67e5\u3011\u6570\u636e\u57fa\u51c6\u65e5\uff1a2026-08-21\u3002\u8ddd\u5f53\u524d\u5206\u6790\u65e5\u671f\u524d\u540e60\u65e5\u5185\u65e0\u9650\u552e\u80a1\u89e3\u7981\u8bb0\u5f55\uff0c\u65e0\u91cd\u5927\u89e3\u7981\u51b2\u51fb\u98ce\u9669\u3002-2026-08-21-2026-08-21]
1789496453.583734	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[restricted_release_none-\u3010\u89e3\u7981\u6392\u67e5\u3011\u6570\u636e\u57fa\u51c6\u65e5\uff1a2026-08-21\u3002\u8ddd\u5f53\u524d\u5206\u6790\u65e5\u671f\u524d\u540e60\u65e5\u5185\u65e0\u9650\u552e\u80a1\u89e3\u7981\u8bb0\u5f55\uff0c\u65e0\u91cd\u5927\u89e3\u7981\u51b2\u51fb\u98ce\u9669\u3002-2026-08-21-2026-08-21]
1789496453.583884	START	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[restricted_release_data-\u3010\u9650\u552e\u89e3\u7981\u98ce\u9669\u9884\u8b66\u3011\uff08\u6570\u636e\u57fa\u51c6\u65e5\uff1a2026-08-21\uff09\u627e\u5230 1 \u6761\u8fd1\u671f\u89e3\u7981\u8bb0\u5f55\uff1a\n- \u89e3\u7981\u65e5\u671f: 2026-08-15 | \u7c7b\u578b: \u9996\u53d1\u539f\u80a1\u4e1c\u9650\u552e\u80a1\u4efd | \u5360\u6bd4\u6d41\u901a\u5e02\u503c: 12.5%-2026-08-21-2026-08-21]
1789496453.584734	FINISH	tests/test_financial_as_of.py::test_extract_source_as_of_eight_interfaces[restricted_release_data-\u3010\u9650\u552e\u89e3\u7981\u98ce\u9669\u9884\u8b66\u3011\uff08\u6570\u636e\u57fa\u51c6\u65e5\uff1a2026-08-21\uff09\u627e\u5230 1 \u6761\u8fd1\u671f\u89e3\u7981\u8bb0\u5f55\uff1a\n- \u89e3\u7981\u65e5\u671f: 2026-08-15 | \u7c7b\u578b: \u9996\u53d1\u539f\u80a1\u4e1c\u9650\u552e\u80a1\u4efd | \u5360\u6bd4\u6d41\u901a\u5e02\u503c: 12.5%-2026-08-21-2026-08-21]
1789496453.584878	START	tests/test_financial_as_of.py::test_build_source_provenance_eight_interfaces_no_unverified_gap
1789496453.585864	FINISH	tests/test_financial_as_of.py::test_build_source_provenance_eight_interfaces_no_unverified_gap
1789496453.586016	START	tests/test_financial_as_of.py::test_extract_as_of_financial_statements
1789496453.586598	FINISH	tests/test_financial_as_of.py::test_extract_as_of_financial_statements
1789496453.586745	START	tests/test_financial_as_of.py::test_classify_and_compact_reason_triage
1789496453.587316	FINISH	tests/test_financial_as_of.py::test_classify_and_compact_reason_triage
1789496453.587443	START	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[600900.SH]
1789496453.615353	FINISH	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[600900.SH]
1789496453.615577	START	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[000333.SZ]
1789496453.640726	FINISH	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[000333.SZ]
1789496453.640911	START	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[600276.SH]
1789496453.666794	FINISH	tests/test_financial_as_of.py::test_smoke_three_tickers_eight_interfaces_as_of[600276.SH]
1789496453.667026	START	tests/test_financial_as_of.py::test_provider_sina_failure_refuses_ths_fallback_and_reports_failure
1789496453.668764	FINISH	tests/test_financial_as_of.py::test_provider_sina_failure_refuses_ths_fallback_and_reports_failure
1789496453.668935	START	tests/test_financial_as_of.py::test_rt5_future_only_fuyao_enters_future_ledger
1789496453.674567	FINISH	tests/test_financial_as_of.py::test_rt5_future_only_fuyao_enters_future_ledger
1789496453.674724	START	tests/test_financial_as_of.py::test_rt6_fuyao_verified_four_financial_sources
1789496453.689477	FINISH	tests/test_financial_as_of.py::test_rt6_fuyao_verified_four_financial_sources
1789496453.689657	START	tests/test_financial_as_of.py::test_rt7_unverified_as_of_with_financial_values
1789496453.708787	FINISH	tests/test_financial_as_of.py::test_rt7_unverified_as_of_with_financial_values
1789496453.708952	START	tests/test_financial_as_of.py::test_rt8_provider_error_empty_table_failure_remain_refused
1789496453.719903	FINISH	tests/test_financial_as_of.py::test_rt8_provider_error_empty_table_failure_remain_refused
1789496453.720063	START	tests/test_financial_as_of.py::test_rt9_three_way_non_convergence
1789496453.727689	FINISH	tests/test_financial_as_of.py::test_rt9_three_way_non_convergence
1789496453.727859	START	tests/test_financial_as_of.py::test_rt10_akshare_fallback_semantics
1789496453.733052	FINISH	tests/test_financial_as_of.py::test_rt10_akshare_fallback_semantics
1789496453.733212	START	tests/test_financial_as_of.py::test_rt12_fuyao_four_sources_provenance_and_failure_ledger
1789496453.752257	FINISH	tests/test_financial_as_of.py::test_rt12_fuyao_four_sources_provenance_and_failure_ledger
1789496453.752470	START	tests/test_financial_period_compliance.py::test_rt5_cumulative_labeled_as_single_quarter
1789496453.754108	FINISH	tests/test_financial_period_compliance.py::test_rt5_cumulative_labeled_as_single_quarter
1789496453.754256	START	tests/test_financial_period_compliance.py::test_rt6_cumulative_double_counted
1789496453.755666	FINISH	tests/test_financial_period_compliance.py::test_rt6_cumulative_double_counted
1789496453.755801	START	tests/test_financial_period_compliance.py::test_rt7_valid_cumulative_and_derived_not_flagged
1789496453.756464	FINISH	tests/test_financial_period_compliance.py::test_rt7_valid_cumulative_and_derived_not_flagged
1789496453.756612	START	tests/test_financial_period_compliance.py::test_rt8_single_quarter_without_derivation_when_unavailable
1789496453.757345	FINISH	tests/test_financial_period_compliance.py::test_rt8_single_quarter_without_derivation_when_unavailable
1789496453.757487	START	tests/test_financial_period_compliance.py::test_rt9_q3_and_q4_cumulative_labeled_as_single_quarter
1789496453.758374	FINISH	tests/test_financial_period_compliance.py::test_rt9_q3_and_q4_cumulative_labeled_as_single_quarter
1789496453.758527	START	tests/test_financial_period_compliance.py::test_rt10_point_in_time_balance_stock_not_flagged
1789496453.759170	FINISH	tests/test_financial_period_compliance.py::test_rt10_point_in_time_balance_stock_not_flagged
1789496453.759319	START	tests/test_financial_period_compliance.py::test_rt11_unit_conversion_scientific_notation_and_tolerances
1789496453.760021	FINISH	tests/test_financial_period_compliance.py::test_rt11_unit_conversion_scientific_notation_and_tolerances
1789496453.760150	START	tests/test_financial_period_compliance.py::test_rt12_no_period_or_news_attribution_not_misreported
1789496453.760998	FINISH	tests/test_financial_period_compliance.py::test_rt12_no_period_or_news_attribution_not_misreported
1789496453.761149	START	tests/test_financial_period_compliance.py::test_rt13_frozen_sample_6350b744_e2e_violations
1789496453.778485	FINISH	tests/test_financial_period_compliance.py::test_rt13_frozen_sample_6350b744_e2e_violations
1789496453.778658	START	tests/test_financial_period_compliance.py::test_rt14_storage_payload_and_dual_horizon_preservation
1789496453.779536	FINISH	tests/test_financial_period_compliance.py::test_rt14_storage_payload_and_dual_horizon_preservation
1789496453.779697	START	tests/test_financial_period_compliance.py::test_rt15_distinguish_clean_from_not_checked
1789496453.780404	FINISH	tests/test_financial_period_compliance.py::test_rt15_distinguish_clean_from_not_checked
1789496453.780541	START	tests/test_financial_period_compliance.py::test_rt16_non_blocking_does_not_alter_analysis_status
1789496493.081060	FINISH	tests/test_financial_period_compliance.py::test_rt16_non_blocking_does_not_alter_analysis_status
1789496493.081281	START	tests/test_financial_period_compliance.py::test_violations_schema_strictness_and_native_json_types
1789496493.082248	FINISH	tests/test_financial_period_compliance.py::test_violations_schema_strictness_and_native_json_types
1789496493.082408	START	tests/test_financial_period_compliance.py::test_akshare_format_support_and_classification
1789496493.083371	FINISH	tests/test_financial_period_compliance.py::test_akshare_format_support_and_classification
1789496493.083507	START	tests/test_financial_period_compliance.py::test_amount_extraction_units_and_exclusions
1789496493.084135	FINISH	tests/test_financial_period_compliance.py::test_amount_extraction_units_and_exclusions
1789496493.084265	START	tests/test_financial_period_compliance.py::test_graceful_handling_of_edge_cases
1789496493.084892	FINISH	tests/test_financial_period_compliance.py::test_graceful_handling_of_edge_cases
1789496493.085064	START	tests/test_financial_period_kind.py::test_classify_income_periods[20240331-first_quarter-2024Q1]
1789496493.085805	FINISH	tests/test_financial_period_kind.py::test_classify_income_periods[20240331-first_quarter-2024Q1]
1789496493.085941	START	tests/test_financial_period_kind.py::test_classify_income_periods[20240630-half_year_cumulative-2024H1]
1789496493.086768	FINISH	tests/test_financial_period_kind.py::test_classify_income_periods[20240630-half_year_cumulative-2024H1]
1789496493.086910	START	tests/test_financial_period_kind.py::test_classify_income_periods[20240930-nine_month_cumulative-2024Q3]
1789496493.087628	FINISH	tests/test_financial_period_kind.py::test_classify_income_periods[20240930-nine_month_cumulative-2024Q3]
1789496493.087753	START	tests/test_financial_period_kind.py::test_classify_income_periods[20241231-annual_cumulative-2024A]
1789496493.088464	FINISH	tests/test_financial_period_kind.py::test_classify_income_periods[20241231-annual_cumulative-2024A]
1789496493.088603	START	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240331-first_quarter-2024Q1]
1789496493.089321	FINISH	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240331-first_quarter-2024Q1]
1789496493.089458	START	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240630-half_year_cumulative-2024H1]
1789496493.090247	FINISH	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240630-half_year_cumulative-2024H1]
1789496493.090383	START	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240930-nine_month_cumulative-2024Q3]
1789496493.091093	FINISH	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20240930-nine_month_cumulative-2024Q3]
1789496493.091223	START	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20241231-annual_cumulative-2024A]
1789496493.091937	FINISH	tests/test_financial_period_kind.py::test_classify_cashflow_periods[20241231-annual_cumulative-2024A]
1789496493.092071	START	tests/test_financial_period_kind.py::test_classify_balance_periods[20240331-2024Q1]
1789496493.092746	FINISH	tests/test_financial_period_kind.py::test_classify_balance_periods[20240331-2024Q1]
1789496493.092883	START	tests/test_financial_period_kind.py::test_classify_balance_periods[20240630-2024H1]
1789496493.094347	FINISH	tests/test_financial_period_kind.py::test_classify_balance_periods[20240630-2024H1]
1789496493.094472	START	tests/test_financial_period_kind.py::test_classify_balance_periods[20240930-2024Q3]
1789496493.095130	FINISH	tests/test_financial_period_kind.py::test_classify_balance_periods[20240930-2024Q3]
1789496493.095265	START	tests/test_financial_period_kind.py::test_classify_balance_periods[20241231-2024A]
1789496493.095931	FINISH	tests/test_financial_period_kind.py::test_classify_balance_periods[20241231-2024A]
1789496493.096052	START	tests/test_financial_period_kind.py::test_classify_invalid_inputs
1789496493.096950	FINISH	tests/test_financial_period_kind.py::test_classify_invalid_inputs
1789496493.097076	START	tests/test_financial_period_kind.py::test_financial_cutoff_header_preserves_legacy_when_statement_kind_none
1789496493.097773	FINISH	tests/test_financial_period_kind.py::test_financial_cutoff_header_preserves_legacy_when_statement_kind_none
1789496493.097913	START	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_income
1789496493.098562	FINISH	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_income
1789496493.098685	START	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_balance
1789496493.099322	FINISH	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_balance
1789496493.099452	START	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_cashflow
1789496493.100089	FINISH	tests/test_financial_period_kind.py::test_financial_cutoff_header_with_statement_kind_cashflow
1789496493.100225	START	tests/test_financial_period_kind.py::test_financial_cutoff_header_none_latest_with_statement_kind
1789496493.100860	FINISH	tests/test_financial_period_kind.py::test_financial_cutoff_header_none_latest_with_statement_kind
1789496493.100987	START	tests/test_financial_period_kind.py::test_derive_q2_income_statement_success
1789496493.102062	FINISH	tests/test_financial_period_kind.py::test_derive_q2_income_statement_success
1789496493.102201	START	tests/test_financial_period_kind.py::test_derive_q2_income_statement_excludes_eps
1789496493.103043	FINISH	tests/test_financial_period_kind.py::test_derive_q2_income_statement_excludes_eps
1789496493.103181	START	tests/test_financial_period_kind.py::test_derive_q2_defends_against_per_share_columns_even_if_in_whitelist
1789496493.104065	FINISH	tests/test_financial_period_kind.py::test_derive_q2_defends_against_per_share_columns_even_if_in_whitelist
1789496493.104189	START	tests/test_financial_period_kind.py::test_derive_q2_cashflow_statement_success_and_excludes_stock
1789496493.105091	FINISH	tests/test_financial_period_kind.py::test_derive_q2_cashflow_statement_success_and_excludes_stock
1789496493.105216	START	tests/test_financial_period_kind.py::test_derive_q2_cashflow_sina_fixture_ignores_amount_columns_with_scope_words
1789496493.108791	FINISH	tests/test_financial_period_kind.py::test_derive_q2_cashflow_sina_fixture_ignores_amount_columns_with_scope_words
1789496493.108935	START	tests/test_financial_period_kind.py::test_derive_q2_ignores_scope_words_inside_amount_columns
1789496493.109795	FINISH	tests/test_financial_period_kind.py::test_derive_q2_ignores_scope_words_inside_amount_columns
1789496493.109930	START	tests/test_financial_period_kind.py::test_derive_q2_missing_q1
1789496493.110727	FINISH	tests/test_financial_period_kind.py::test_derive_q2_missing_q1
1789496493.110857	START	tests/test_financial_period_kind.py::test_derive_q2_not_h1_latest
1789496493.111728	FINISH	tests/test_financial_period_kind.py::test_derive_q2_not_h1_latest
1789496493.111854	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5408\u5e76\u8303\u56f4-\u5408\u5e76\u62a5\u8868-\u6bcd\u516c\u53f8\u62a5\u8868]
1789496493.112763	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5408\u5e76\u8303\u56f4-\u5408\u5e76\u62a5\u8868-\u6bcd\u516c\u53f8\u62a5\u8868]
1789496493.112898	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5e01\u79cd-CNY-USD]
1789496493.113807	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5e01\u79cd-CNY-USD]
1789496493.113943	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5355\u4f4d-\u5343\u5143-\u5143]
1789496493.114838	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5355\u4f4d-\u5343\u5143-\u5143]
1789496493.114963	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u4f1a\u8ba1\u53e3\u5f84-\u65b0\u51c6\u5219-\u65e7\u51c6\u5219]
1789496493.115956	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u4f1a\u8ba1\u53e3\u5f84-\u65b0\u51c6\u5219-\u65e7\u51c6\u5219]
1789496493.116080	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u62a5\u8868\u5e01\u79cd-CNY-USD]
1789496493.116995	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u62a5\u8868\u5e01\u79cd-CNY-USD]
1789496493.117136	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u62a5\u8868\u5355\u4f4d-\u5343\u5143-\u5143]
1789496493.118035	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u62a5\u8868\u5355\u4f4d-\u5343\u5143-\u5143]
1789496493.118177	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84-\u65b0\u51c6\u5219-\u65e7\u51c6\u5219]
1789496493.119076	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84-\u65b0\u51c6\u5219-\u65e7\u51c6\u5219]
1789496493.119212	START	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5408\u5e76\u8303\u56f4-\u5408\u5e76-None]
1789496493.120205	FINISH	tests/test_financial_period_kind.py::test_derive_q2_scope_mismatch[\u5408\u5e76\u8303\u56f4-\u5408\u5e76-None]
1789496493.120340	START	tests/test_financial_period_kind.py::test_derive_q2_percent_only
1789496493.121118	FINISH	tests/test_financial_period_kind.py::test_derive_q2_percent_only
1789496493.121241	START	tests/test_financial_period_kind.py::test_derive_q2_balance_sheet_refused
1789496493.121876	FINISH	tests/test_financial_period_kind.py::test_derive_q2_balance_sheet_refused
1789496493.121999	START	tests/test_financial_period_kind.py::test_format_q2_derivation_block_success
1789496493.122556	FINISH	tests/test_financial_period_kind.py::test_format_q2_derivation_block_success
1789496493.122685	START	tests/test_financial_period_kind.py::test_format_q2_derivation_block_failure
1789496493.123321	FINISH	tests/test_financial_period_kind.py::test_format_q2_derivation_block_failure
1789496493.123458	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d-True]
1789496493.124091	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d-True]
1789496493.124216	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd-True]
1789496493.124830	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd-True]
1789496493.124953	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5408\u5e76\u8303\u56f4-True]
1789496493.125574	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5408\u5e76\u8303\u56f4-True]
1789496493.125695	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u4f1a\u8ba1\u53e3\u5f84-True]
1789496493.126412	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u4f1a\u8ba1\u53e3\u5f84-True]
1789496493.126551	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5355\u4f4d-True]
1789496493.127182	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5355\u4f4d-True]
1789496493.127319	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5e01\u79cd-True]
1789496493.127942	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5e01\u79cd-True]
1789496493.128069	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84-True]
1789496493.128695	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84-True]
1789496493.128816	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d\uff1a\u5143-True]
1789496493.129525	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d\uff1a\u5143-True]
1789496493.129655	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d:\u5143-True]
1789496493.130272	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d:\u5143-True]
1789496493.130406	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d: \u5143-True]
1789496493.131067	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d: \u5143-True]
1789496493.131191	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d : \u5143-True]
1789496493.131833	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d : \u5143-True]
1789496493.131968	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d\uff1a\u4e07\u5143-True]
1789496493.132686	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5355\u4f4d\uff1a\u4e07\u5143-True]
1789496493.132818	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5355\u4f4d\uff1a\u5343\u5143-True]
1789496493.133448	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u62a5\u8868\u5355\u4f4d\uff1a\u5343\u5143-True]
1789496493.133583	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84:\u65b0\u51c6\u5219-True]
1789496493.134222	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u672c\u671f\u4f1a\u8ba1\u53e3\u5f84:\u65b0\u51c6\u5219-True]
1789496493.134356	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd\uff08CNY\uff09-True]
1789496493.134996	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd\uff08CNY\uff09-True]
1789496493.135117	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd(CNY)-True]
1789496493.135830	FINISH	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd(CNY)-True]
1789496493.135955	START	tests/test_financial_period_kind.py::test_is_scope_comparison_column_annotated_and_amount_isolation[\u5e01\u79cd (CNY)-True]
